지점,지점명,일시,기온(°C),강수량(mm),습도(%)
232,천안,2022-01-06 10:00,-.7,,45
232,천안,2022-01-06 11:00,.9,,32
232,천안,2022-01-06 12:00,2.3,,32
232,천안,2022-01-06 13:00,3.2,,29
232,천안,2022-01-06 14:00,3.8,,30
232,천안,2022-01-06 15:00,4.2,,32
232,천안,2022-01-06 16:00,3.6,,35
232,천안,2022-01-06 17:00,2.2,,41
232,천안,2022-01-06 18:00,.4,,49
232,천안,2022-01-06 19:00,-1.4,,57
232,천안,2022-01-06 20:00,-1.7,,61
232,천안,2022-01-06 21:00,-2.7,,66
232,천안,2022-01-06 22:00,-4.1,,72
232,천안,2022-01-06 23:00,-5.9,,77
232,천안,2022-01-07 00:00,-6.7,,81
232,천안,2022-01-07 01:00,-7.6,,86
232,천안,2022-01-07 02:00,-7.9,,89
232,천안,2022-01-07 03:00,-8.8,,91
232,천안,2022-01-07 04:00,-9.4,,92
232,천안,2022-01-07 05:00,-9.7,,92
232,천안,2022-01-07 06:00,-10.2,,93
232,천안,2022-01-07 07:00,-10.5,,92
232,천안,2022-01-07 08:00,-10.9,,93
232,천안,2022-01-07 09:00,-8.6,,89
232,천안,2022-01-07 10:00,-5.2,,80
232,천안,2022-01-07 11:00,-1.5,,61
232,천안,2022-01-07 12:00,.8,,44
232,천안,2022-01-07 13:00,3.6,,36
232,천안,2022-01-07 14:00,4.3,,30
232,천안,2022-01-07 15:00,4.5,,28
232,천안,2022-01-07 16:00,4.3,,32
232,천안,2022-01-07 17:00,3.2,,31
232,천안,2022-01-07 18:00,.7,,36
232,천안,2022-01-07 19:00,-1.7,,41
232,천안,2022-01-07 20:00,-3.1,,52
232,천안,2022-01-07 21:00,-4.4,,58
232,천안,2022-01-07 22:00,-5.4,,66
232,천안,2022-01-07 23:00,-6.2,,64
232,천안,2022-01-08 00:00,-7,,70
232,천안,2022-01-08 01:00,-7.4,,72
232,천안,2022-01-08 02:00,-8.2,,78
232,천안,2022-01-08 03:00,-8.7,,81
232,천안,2022-01-08 04:00,-9,,82
232,천안,2022-01-08 05:00,-9.2,,84
232,천안,2022-01-08 06:00,-9.9,,88
232,천안,2022-01-08 07:00,-10.3,,89
232,천안,2022-01-08 08:00,-10.3,,89
232,천안,2022-01-08 09:00,-7.9,,82
232,천안,2022-01-08 10:00,-4.5,,70
232,천안,2022-01-08 11:00,-.8,,57
232,천안,2022-01-08 12:00,2,,48
232,천안,2022-01-08 13:00,4.5,,48
232,천안,2022-01-08 14:00,5.8,,50
232,천안,2022-01-08 15:00,6.1,,49
232,천안,2022-01-08 16:00,5.4,,53
232,천안,2022-01-08 17:00,4.9,,57
232,천안,2022-01-08 18:00,4.8,,60
232,천안,2022-01-08 19:00,4.3,,63
232,천안,2022-01-08 20:00,3.8,,66
232,천안,2022-01-08 21:00,3.1,,70
232,천안,2022-01-08 22:00,2.7,,72
232,천안,2022-01-08 23:00,.7,,81
232,천안,2022-01-09 00:00,.8,,80
232,천안,2022-01-09 01:00,.6,,83
232,천안,2022-01-09 02:00,.7,,84
232,천안,2022-01-09 03:00,.9,,84
232,천안,2022-01-09 04:00,.6,,86
232,천안,2022-01-09 05:00,.3,,87
232,천안,2022-01-09 06:00,.6,,87
232,천안,2022-01-09 07:00,.4,,88
232,천안,2022-01-09 08:00,-.4,,91
232,천안,2022-01-09 09:00,.4,,92
232,천안,2022-01-09 10:00,2.5,,81
232,천안,2022-01-09 11:00,3.4,,62
232,천안,2022-01-09 12:00,4.5,,56
232,천안,2022-01-09 13:00,4.8,,53
232,천안,2022-01-09 14:00,5,,54
232,천안,2022-01-09 15:00,5,,53
232,천안,2022-01-09 16:00,5,,51
232,천안,2022-01-09 17:00,3.8,,53
232,천안,2022-01-09 18:00,2.2,,53
232,천안,2022-01-09 19:00,-.3,,67
232,천안,2022-01-09 20:00,-2,,72
232,천안,2022-01-09 21:00,-3.1,,80
232,천안,2022-01-09 22:00,-3.6,,83
232,천안,2022-01-09 23:00,-4.1,,87
232,천안,2022-01-10 00:00,-4.7,,90
232,천안,2022-01-10 01:00,-5.5,,93
232,천안,2022-01-10 02:00,-5.9,,93
232,천안,2022-01-10 03:00,-5.9,,94
232,천안,2022-01-10 04:00,-6.5,,95
232,천안,2022-01-10 05:00,-6.8,,95
232,천안,2022-01-10 06:00,-7.3,,96
232,천안,2022-01-10 07:00,-7.5,,95
232,천안,2022-01-10 08:00,-7.6,,95
232,천안,2022-01-10 09:00,-6,,94
232,천안,2022-01-10 10:00,-4.1,,93
232,천안,2022-01-10 11:00,-.9,,84
232,천안,2022-01-10 12:00,1.5,,69
232,천안,2022-01-10 13:00,3.4,,60
232,천안,2022-01-10 14:00,4.3,,52
232,천안,2022-01-10 15:00,4.9,,41
232,천안,2022-01-10 16:00,4.7,,38
232,천안,2022-01-10 17:00,3.9,,37
232,천안,2022-01-10 18:00,2.9,,37
232,천안,2022-01-10 19:00,2.4,,42
232,천안,2022-01-10 20:00,2.4,,57
232,천안,2022-01-10 21:00,2.2,,59
232,천안,2022-01-10 22:00,1.5,,67
232,천안,2022-01-10 23:00,.1,,89
232,천안,2022-01-11 00:00,-.5,0,98
232,천안,2022-01-11 01:00,-.4,,99
232,천안,2022-01-11 02:00,-.6,,84
232,천안,2022-01-11 03:00,-1.7,.5,82
232,천안,2022-01-11 04:00,-2.6,,68
232,천안,2022-01-11 05:00,-4.3,,68
232,천안,2022-01-11 06:00,-5,,73
232,천안,2022-01-11 07:00,-6,,69
232,천안,2022-01-11 08:00,-6.7,,65
232,천안,2022-01-11 09:00,-6,,58
232,천안,2022-01-11 10:00,-5.3,,54
232,천안,2022-01-11 11:00,-4.5,,52
232,천안,2022-01-11 12:00,-3.9,,53
232,천안,2022-01-11 13:00,-3.3,,55
232,천안,2022-01-11 14:00,-2.9,,51
232,천안,2022-01-11 15:00,-3.3,,46
232,천안,2022-01-11 16:00,-4.3,,55
232,천안,2022-01-11 17:00,-4.8,,57
232,천안,2022-01-11 18:00,-5.5,,59
232,천안,2022-01-11 19:00,-5.8,,60
232,천안,2022-01-11 20:00,-6.1,,60
232,천안,2022-01-11 21:00,-6.5,,57
232,천안,2022-01-11 22:00,-7.1,,59
232,천안,2022-01-11 23:00,-7.9,,58
232,천안,2022-01-12 00:00,-8.6,,56
232,천안,2022-01-12 01:00,-9.3,,57
232,천안,2022-01-12 02:00,-9.5,,56
232,천안,2022-01-12 03:00,-10.3,,61
232,천안,2022-01-12 04:00,-11.4,,70
232,천안,2022-01-12 05:00,-12,,74
232,천안,2022-01-12 06:00,-12.7,,76
232,천안,2022-01-12 07:00,-13.1,,81
232,천안,2022-01-12 08:00,-13.4,,82
232,천안,2022-01-12 09:00,-11.6,,74
232,천안,2022-01-12 10:00,-8.1,,63
232,천안,2022-01-12 11:00,-6.2,,55
232,천안,2022-01-12 12:00,-4.5,,51
232,천안,2022-01-12 13:00,-2.7,,50
232,천안,2022-01-12 14:00,-2.4,,52
232,천안,2022-01-12 15:00,-1.6,,50
232,천안,2022-01-12 16:00,-1.9,,46
232,천안,2022-01-12 17:00,-2.9,,53
232,천안,2022-01-12 18:00,-4.1,,57
232,천안,2022-01-12 19:00,-4.5,,57
232,천안,2022-01-12 20:00,-5.2,,58
232,천안,2022-01-12 21:00,-6.1,,60
232,천안,2022-01-12 22:00,-6.3,,60
232,천안,2022-01-12 23:00,-7.3,,67
232,천안,2022-01-13 00:00,-7.7,,72
232,천안,2022-01-13 01:00,-8.5,,76
232,천안,2022-01-13 02:00,-9,,79
232,천안,2022-01-13 03:00,-8.5,,81
232,천안,2022-01-13 04:00,-9,,80
232,천안,2022-01-13 05:00,-8.7,,85
232,천안,2022-01-13 06:00,-8,0,86
232,천안,2022-01-13 07:00,-7.2,,85
232,천안,2022-01-13 08:00,-6.8,,83
232,천안,2022-01-13 09:00,-4.6,0,67
232,천안,2022-01-13 10:00,-3.9,,41
232,천안,2022-01-13 11:00,-2.8,,39
232,천안,2022-01-13 12:00,-1.9,,43
232,천안,2022-01-13 13:00,-2.2,,40
232,천안,2022-01-13 14:00,-2.2,,40
232,천안,2022-01-13 15:00,-2.4,,45
232,천안,2022-01-13 16:00,-2.4,,46
232,천안,2022-01-13 17:00,-3.5,,51
232,천안,2022-01-13 18:00,-4.1,,53
232,천안,2022-01-13 19:00,-4.5,,55
232,천안,2022-01-13 20:00,-4.9,,56
232,천안,2022-01-13 21:00,-5.7,,52
232,천안,2022-01-13 22:00,-6.3,,48
232,천안,2022-01-13 23:00,-6.7,,48
232,천안,2022-01-14 00:00,-7,,48
232,천안,2022-01-14 01:00,-8.1,,53
232,천안,2022-01-14 02:00,-8.2,,54
232,천안,2022-01-14 03:00,-8.3,,54
232,천안,2022-01-14 04:00,-7.4,,48
232,천안,2022-01-14 05:00,-8.6,,54
232,천안,2022-01-14 06:00,-9.7,,56
232,천안,2022-01-14 07:00,-11,,73
232,천안,2022-01-14 08:00,-11.5,,75
232,천안,2022-01-14 09:00,-9,,66
232,천안,2022-01-14 10:00,-5.4,,49
232,천안,2022-01-14 11:00,-3.1,,35
232,천안,2022-01-14 12:00,-1.5,,34
232,천안,2022-01-14 13:00,-.9,,29
232,천안,2022-01-14 14:00,.2,,25
232,천안,2022-01-14 15:00,1.1,,23
232,천안,2022-01-14 16:00,1.4,,23
232,천안,2022-01-14 17:00,.7,,25
232,천안,2022-01-14 18:00,-1,,31
232,천안,2022-01-14 19:00,-3.6,,44
232,천안,2022-01-14 20:00,-5.4,,53
232,천안,2022-01-14 21:00,-6,,58
232,천안,2022-01-14 22:00,-6.8,,63
232,천안,2022-01-14 23:00,-7,,64
232,천안,2022-01-15 00:00,-7.3,,65
232,천안,2022-01-15 01:00,-7.3,,66
232,천안,2022-01-15 02:00,-7.2,,65
232,천안,2022-01-15 03:00,-7.7,,70
232,천안,2022-01-15 04:00,-8,,72
232,천안,2022-01-15 05:00,-8,,75
232,천안,2022-01-15 06:00,-8.7,,78
232,천안,2022-01-15 07:00,-8.4,,77
232,천안,2022-01-15 08:00,-8.2,,76
232,천안,2022-01-15 09:00,-7.5,,71
232,천안,2022-01-15 10:00,-4,,56
232,천안,2022-01-15 11:00,-2.4,,47
232,천안,2022-01-15 12:00,-.5,,36
232,천안,2022-01-15 13:00,2.4,,33
232,천안,2022-01-15 14:00,2.6,,37
232,천안,2022-01-15 15:00,3.2,,35
232,천안,2022-01-15 16:00,3.7,,36
232,천안,2022-01-15 17:00,3.7,,37
232,천안,2022-01-15 18:00,3,,38
232,천안,2022-01-15 19:00,1.4,,47
232,천안,2022-01-15 20:00,.2,,52
232,천안,2022-01-15 21:00,-.6,,57
232,천안,2022-01-15 22:00,-.6,,59
232,천안,2022-01-15 23:00,-.2,,58
232,천안,2022-01-16 00:00,0,,58
232,천안,2022-01-16 01:00,-.4,,72
232,천안,2022-01-16 02:00,-.3,,79
232,천안,2022-01-16 03:00,-.4,.2,84
232,천안,2022-01-16 04:00,-.7,,87
232,천안,2022-01-16 05:00,.9,,89
232,천안,2022-01-16 06:00,3.2,,79
232,천안,2022-01-16 07:00,1.6,,80
232,천안,2022-01-16 08:00,.6,,70
232,천안,2022-01-16 09:00,.2,,63
232,천안,2022-01-16 10:00,.4,,51
232,천안,2022-01-16 11:00,.4,,47
232,천안,2022-01-16 12:00,.9,,44
232,천안,2022-01-16 13:00,.6,,30
232,천안,2022-01-16 14:00,.9,,35
232,천안,2022-01-16 15:00,.5,,32
232,천안,2022-01-16 16:00,.2,,36
232,천안,2022-01-16 17:00,-.5,,40
232,천안,2022-01-16 18:00,-1.7,,48
232,천안,2022-01-16 19:00,-2.2,,52
232,천안,2022-01-16 20:00,-2.9,,55
232,천안,2022-01-16 21:00,-3.6,,60
232,천안,2022-01-16 22:00,-4.3,,63
232,천안,2022-01-16 23:00,-3.8,,50
232,천안,2022-01-17 00:00,-4.3,,54
232,천안,2022-01-17 01:00,-4.9,,62
232,천안,2022-01-17 02:00,-5.7,,62
232,천안,2022-01-17 03:00,-6.4,,61
232,천안,2022-01-17 04:00,-6.7,,58
232,천안,2022-01-17 05:00,-8.5,,69
232,천안,2022-01-17 06:00,-9.8,,76
232,천안,2022-01-17 07:00,-10.5,,78
232,천안,2022-01-17 08:00,-11.2,,81
232,천안,2022-01-17 09:00,-8.9,,74
232,천안,2022-01-17 10:00,-5.6,,53
232,천안,2022-01-17 11:00,-3.1,,46
232,천안,2022-01-17 12:00,-1.9,,54
232,천안,2022-01-17 13:00,.1,,53
232,천안,2022-01-17 14:00,1.1,,50
232,천안,2022-01-17 15:00,1.6,,55
232,천안,2022-01-17 16:00,-.3,,90
232,천안,2022-01-17 17:00,-.9,,98
232,천안,2022-01-17 18:00,-.9,.6,87
232,천안,2022-01-17 19:00,-2,,91
232,천안,2022-01-17 20:00,-2.6,,68
232,천안,2022-01-17 21:00,-4,.4,49
232,천안,2022-01-17 22:00,-4.8,,49
232,천안,2022-01-17 23:00,-5.5,,46
232,천안,2022-01-18 00:00,-7,,54
232,천안,2022-01-18 01:00,-7.5,,55
232,천안,2022-01-18 02:00,-8.8,,62
232,천안,2022-01-18 03:00,-10.5,,74
232,천안,2022-01-18 04:00,-11.4,,76
232,천안,2022-01-18 05:00,-12.6,,86
232,천안,2022-01-18 06:00,-13.6,,86
232,천안,2022-01-18 07:00,-13.8,,88
232,천안,2022-01-18 08:00,-14.1,,88
232,천안,2022-01-18 09:00,-11.5,,83
232,천안,2022-01-18 10:00,-7.8,,68
232,천안,2022-01-18 11:00,-4.4,,40
232,천안,2022-01-18 12:00,-2.9,,32
232,천안,2022-01-18 13:00,-1.8,,34
232,천안,2022-01-18 14:00,-1.2,,33
232,천안,2022-01-18 15:00,-.6,,32
232,천안,2022-01-18 16:00,0,,32
232,천안,2022-01-18 17:00,-.6,,31
232,천안,2022-01-18 18:00,-2.5,,37
232,천안,2022-01-18 19:00,-3.5,,42
232,천안,2022-01-18 20:00,-4.4,,48
232,천안,2022-01-18 21:00,-6.5,,61
232,천안,2022-01-18 22:00,-7.9,,69
232,천안,2022-01-18 23:00,-8.7,,72
232,천안,2022-01-19 00:00,-9.5,,76
232,천안,2022-01-19 01:00,-10,,79
232,천안,2022-01-19 02:00,-10.7,,82
232,천안,2022-01-19 03:00,-10.9,,86
232,천안,2022-01-19 04:00,-11.6,,88
232,천안,2022-01-19 05:00,-11.8,,89
232,천안,2022-01-19 06:00,-12.1,,90
232,천안,2022-01-19 07:00,-12.1,,90
232,천안,2022-01-19 08:00,-12.3,,90
232,천안,2022-01-19 09:00,-10.1,,87
232,천안,2022-01-19 10:00,-6.4,,78
232,천안,2022-01-19 11:00,-3.2,,59
232,천안,2022-01-19 12:00,-1.8,,55
232,천안,2022-01-19 13:00,-1.1,,53
232,천안,2022-01-19 14:00,-.2,,53
232,천안,2022-01-19 15:00,-.9,0,80
232,천안,2022-01-19 16:00,-.3,,85
232,천안,2022-01-19 17:00,.1,,88
232,천안,2022-01-19 18:00,-1.1,0,81
232,천안,2022-01-19 19:00,-2.2,,78
232,천안,2022-01-19 20:00,-2.3,,80
232,천안,2022-01-19 21:00,-3.2,0,78
232,천안,2022-01-19 22:00,-4.3,,68
232,천안,2022-01-19 23:00,-5.4,,68
232,천안,2022-01-20 00:00,-6.5,,75
232,천안,2022-01-20 01:00,-7.1,,77
232,천안,2022-01-20 02:00,-8.3,,83
232,천안,2022-01-20 03:00,-9.9,,89
232,천안,2022-01-20 04:00,-10.6,,92
232,천안,2022-01-20 05:00,-11.4,,92
232,천안,2022-01-20 06:00,-11.7,,93
232,천안,2022-01-20 07:00,-12.5,,92
232,천안,2022-01-20 08:00,-12.2,,92
232,천안,2022-01-20 09:00,-10.4,,91
232,천안,2022-01-20 10:00,-7.2,,84
232,천안,2022-01-20 11:00,-4.6,,69
232,천안,2022-01-20 12:00,-2,,58
232,천안,2022-01-20 13:00,.2,,50
232,천안,2022-01-20 14:00,1.4,,43
232,천안,2022-01-20 15:00,2,,42
232,천안,2022-01-20 16:00,2.1,,36
232,천안,2022-01-20 17:00,1.3,,37
232,천안,2022-01-20 18:00,-.5,,43
232,천안,2022-01-20 19:00,-1.4,,54
232,천안,2022-01-20 20:00,-3.4,,60
232,천안,2022-01-20 21:00,-3.8,,65
232,천안,2022-01-20 22:00,-5.4,,72
232,천안,2022-01-20 23:00,-7.2,,79
232,천안,2022-01-21 00:00,-7.8,,82
232,천안,2022-01-21 01:00,-8.9,,87
232,천안,2022-01-21 02:00,-9.3,,88
232,천안,2022-01-21 03:00,-10.3,,90
232,천안,2022-01-21 04:00,-11.1,,92
232,천안,2022-01-21 05:00,-11.4,,92
232,천안,2022-01-21 06:00,-11.9,,91
232,천안,2022-01-21 07:00,-12.2,,92
232,천안,2022-01-21 08:00,-12.3,,91
232,천안,2022-01-21 09:00,-10,,88
232,천안,2022-01-21 10:00,-6.4,,77
232,천안,2022-01-21 11:00,-2.4,,61
232,천안,2022-01-21 12:00,.4,,47
232,천안,2022-01-21 13:00,2.7,,32
232,천안,2022-01-21 14:00,3.9,,28
232,천안,2022-01-21 15:00,4.8,,25
232,천안,2022-01-21 16:00,5.1,,21
232,천안,2022-01-21 17:00,4.6,,24
232,천안,2022-01-21 18:00,.5,,39
232,천안,2022-01-21 19:00,-2,,49
232,천안,2022-01-21 20:00,-3,,52
232,천안,2022-01-21 21:00,-4.2,,59
232,천안,2022-01-21 22:00,-5.2,,63
232,천안,2022-01-21 23:00,-6.1,,69
232,천안,2022-01-22 00:00,-6.6,,71
232,천안,2022-01-22 01:00,-7.1,,74
232,천안,2022-01-22 02:00,-7.2,,75
232,천안,2022-01-22 03:00,-7,,76
232,천안,2022-01-22 04:00,-6.9,,77
232,천안,2022-01-22 05:00,-6.5,,78
232,천안,2022-01-22 06:00,-5.8,,74
232,천안,2022-01-22 07:00,-5,,72
232,천안,2022-01-22 08:00,-4.4,,72
232,천안,2022-01-22 09:00,-3,,69
232,천안,2022-01-22 10:00,-.6,,53
232,천안,2022-01-22 11:00,1.5,,50
232,천안,2022-01-22 12:00,4.4,,40
232,천안,2022-01-22 13:00,5.9,,40
232,천안,2022-01-22 14:00,7.2,,39
232,천안,2022-01-22 15:00,8,,39
232,천안,2022-01-22 16:00,8.3,,40
232,천안,2022-01-22 17:00,7.2,,42
232,천안,2022-01-22 18:00,5.7,,44
232,천안,2022-01-22 19:00,3.6,,51
232,천안,2022-01-22 20:00,1.4,,61
232,천안,2022-01-22 21:00,1.4,,63
232,천안,2022-01-22 22:00,1.4,,64
232,천안,2022-01-22 23:00,1.8,,62
232,천안,2022-01-23 00:00,2.1,,59
232,천안,2022-01-23 01:00,1.8,,64
232,천안,2022-01-23 02:00,1.9,,64
232,천안,2022-01-23 03:00,1.7,,64
232,천안,2022-01-23 04:00,1.7,,63
232,천안,2022-01-23 05:00,1.4,,64
232,천안,2022-01-23 06:00,.6,,69
232,천안,2022-01-23 07:00,-.5,,72
232,천안,2022-01-23 08:00,-1.7,,79
232,천안,2022-01-23 09:00,-.6,,76
232,천안,2022-01-23 10:00,1.6,,65
232,천안,2022-01-23 11:00,3.7,,53
232,천안,2022-01-23 12:00,5.9,,47
232,천안,2022-01-23 13:00,7.9,,41
232,천안,2022-01-23 14:00,9.2,,41
232,천안,2022-01-23 15:00,8.4,,38
232,천안,2022-01-23 16:00,8.2,,35
232,천안,2022-01-23 17:00,6.8,,41
232,천안,2022-01-23 18:00,5.2,,52
232,천안,2022-01-23 19:00,3,,58
232,천안,2022-01-23 20:00,2,,66
232,천안,2022-01-23 21:00,.1,,72
232,천안,2022-01-23 22:00,-.4,,76
232,천안,2022-01-23 23:00,-2.4,,84
232,천안,2022-01-24 00:00,-3,,88
232,천안,2022-01-24 01:00,-3.5,,89
232,천안,2022-01-24 02:00,-3.9,,91
232,천안,2022-01-24 03:00,-4,,93
232,천안,2022-01-24 04:00,-4.7,,93
232,천안,2022-01-24 05:00,-4.9,,93
232,천안,2022-01-24 06:00,-5.5,,95
232,천안,2022-01-24 07:00,-5,,94
232,천안,2022-01-24 08:00,-4.3,,93
232,천안,2022-01-24 09:00,-1,,85
232,천안,2022-01-24 10:00,5.3,,61
232,천안,2022-01-24 11:00,6.4,,53
232,천안,2022-01-24 12:00,7.3,,49
232,천안,2022-01-24 13:00,8.7,,44
232,천안,2022-01-24 14:00,8.8,,41
232,천안,2022-01-24 15:00,8.7,,41
232,천안,2022-01-24 16:00,8.5,,42
232,천안,2022-01-24 17:00,7.9,,44
232,천안,2022-01-24 18:00,7.1,,44
232,천안,2022-01-24 19:00,6.5,,45
232,천안,2022-01-24 20:00,5.7,,48
232,천안,2022-01-24 21:00,5.2,,50
232,천안,2022-01-24 22:00,5,,51
232,천안,2022-01-24 23:00,4.7,,52
232,천안,2022-01-25 00:00,4.3,,54
232,천안,2022-01-25 01:00,4.1,,56
232,천안,2022-01-25 02:00,3.7,,58
232,천안,2022-01-25 03:00,3.8,,58
232,천안,2022-01-25 04:00,3.3,,70
232,천안,2022-01-25 05:00,1.5,,96
232,천안,2022-01-25 06:00,1.2,0,100
232,천안,2022-01-25 07:00,1.3,,100
232,천안,2022-01-25 08:00,1.4,,100
232,천안,2022-01-25 09:00,1.6,0,99
232,천안,2022-01-25 10:00,1.7,,100
232,천안,2022-01-25 11:00,2.3,,100
232,천안,2022-01-25 12:00,2.8,0,99
232,천안,2022-01-25 13:00,2.6,,99
232,천안,2022-01-25 14:00,2.8,,100
232,천안,2022-01-25 15:00,3.1,0,100
232,천안,2022-01-25 16:00,3.1,,100
232,천안,2022-01-25 17:00,3.3,,100
232,천안,2022-01-25 18:00,3.1,.5,100
232,천안,2022-01-25 19:00,2.6,,100
232,천안,2022-01-25 20:00,1.9,,100
232,천안,2022-01-25 21:00,1.4,0,100
232,천안,2022-01-25 22:00,1.1,,100
232,천안,2022-01-25 23:00,1,,100
232,천안,2022-01-26 00:00,1,,100
232,천안,2022-01-26 01:00,1.2,,100
232,천안,2022-01-26 02:00,1.4,,100
232,천안,2022-01-26 03:00,1.3,,100
232,천안,2022-01-26 04:00,1.7,,88
232,천안,2022-01-26 05:00,1,,88
232,천안,2022-01-26 06:00,-.2,,98
232,천안,2022-01-26 07:00,-1.2,,100
232,천안,2022-01-26 08:00,-1.9,,100
232,천안,2022-01-26 09:00,-1.1,,100
232,천안,2022-01-26 10:00,1.1,,97
232,천안,2022-01-26 11:00,3.8,,67
232,천안,2022-01-26 12:00,4.7,,62
232,천안,2022-01-26 13:00,4.9,,61
232,천안,2022-01-26 14:00,5.8,,51
232,천안,2022-01-26 15:00,5.5,,47
232,천안,2022-01-26 16:00,5.7,,40
232,천안,2022-01-26 17:00,4.8,,45
232,천안,2022-01-26 18:00,2.9,,50
232,천안,2022-01-26 19:00,1.6,,50
232,천안,2022-01-26 20:00,.7,,61
232,천안,2022-01-26 21:00,-.9,,66
232,천안,2022-01-26 22:00,-1,,69
232,천안,2022-01-26 23:00,-2,,76
232,천안,2022-01-27 00:00,-1.9,,73
232,천안,2022-01-27 01:00,-2.2,,75
232,천안,2022-01-27 02:00,-2.7,,77
232,천안,2022-01-27 03:00,-3.4,,81
232,천안,2022-01-27 04:00,-3.5,,86
232,천안,2022-01-27 05:00,-4,,86
232,천안,2022-01-27 06:00,-5.1,,91
232,천안,2022-01-27 07:00,-5.7,,92
232,천안,2022-01-27 08:00,-5.8,,94
232,천안,2022-01-27 09:00,-4.3,,87
232,천안,2022-01-27 10:00,-1.6,,70
232,천안,2022-01-27 11:00,1.4,,48
232,천안,2022-01-27 12:00,2.4,,42
232,천안,2022-01-27 13:00,4,,36
232,천안,2022-01-27 14:00,4.2,,35
232,천안,2022-01-27 15:00,4.4,,35
232,천안,2022-01-27 16:00,3.9,,34
232,천안,2022-01-27 17:00,3.1,,35
232,천안,2022-01-27 18:00,1.2,,43
232,천안,2022-01-27 19:00,0,,50
232,천안,2022-01-27 20:00,-.8,,60
232,천안,2022-01-27 21:00,-1.9,,67
232,천안,2022-01-27 22:00,-2.5,,70
232,천안,2022-01-27 23:00,-2.5,,72
232,천안,2022-01-28 00:00,-3.1,,74
232,천안,2022-01-28 01:00,-4.1,,79
232,천안,2022-01-28 02:00,-2.1,,64
232,천안,2022-01-28 03:00,-2.4,,59
232,천안,2022-01-28 04:00,-2.9,,56
232,천안,2022-01-28 05:00,-3.6,,58
232,천안,2022-01-28 06:00,-4.1,,61
232,천안,2022-01-28 07:00,-4.1,,62
232,천안,2022-01-28 08:00,-5.2,,72
232,천안,2022-01-28 09:00,-2.9,,60
232,천안,2022-01-28 10:00,-1.2,,48
232,천안,2022-01-28 11:00,-.2,,43
232,천안,2022-01-28 12:00,1.1,,36
232,천안,2022-01-28 13:00,1.7,,34
232,천안,2022-01-28 14:00,2.3,,33
232,천안,2022-01-28 15:00,2.7,,29
232,천안,2022-01-28 16:00,1.8,,31
232,천안,2022-01-28 17:00,.9,,40
232,천안,2022-01-28 18:00,-1,,54
232,천안,2022-01-28 19:00,-2,,60
232,천안,2022-01-28 20:00,-1.9,,58
232,천안,2022-01-28 21:00,-2.4,,61
232,천안,2022-01-28 22:00,-3.3,,68
232,천안,2022-01-28 23:00,-4.3,,72
232,천안,2022-01-29 00:00,-4.2,,73
232,천안,2022-01-29 01:00,-2.7,,64
232,천안,2022-01-29 02:00,-3.4,,60
232,천안,2022-01-29 03:00,-4.1,,61
232,천안,2022-01-29 04:00,-4.7,,64
232,천안,2022-01-29 05:00,-4.9,,58
232,천안,2022-01-29 06:00,-6.3,,67
232,천안,2022-01-29 07:00,-7.6,,74
232,천안,2022-01-29 08:00,-7.9,,76
232,천안,2022-01-29 09:00,-6,,70
232,천안,2022-01-29 10:00,-2.3,,50
232,천안,2022-01-29 11:00,-1.4,,41
232,천안,2022-01-29 12:00,0,,35
232,천안,2022-01-29 13:00,1,,37
232,천안,2022-01-29 14:00,1,,32
232,천안,2022-01-29 15:00,1.3,,35
232,천안,2022-01-29 16:00,.6,,37
232,천안,2022-01-29 17:00,-.5,,41
232,천안,2022-01-29 18:00,-1.7,,44
232,천안,2022-01-29 19:00,-2.3,,47
232,천안,2022-01-29 20:00,-3.3,,54
232,천안,2022-01-29 21:00,-4.1,,58
232,천안,2022-01-29 22:00,-5.4,,66
232,천안,2022-01-29 23:00,-6.1,,70
232,천안,2022-01-30 00:00,-7.1,,78
232,천안,2022-01-30 01:00,-7.9,,81
232,천안,2022-01-30 02:00,-8.3,,86
232,천안,2022-01-30 03:00,-8.8,,89
232,천안,2022-01-30 04:00,-9.5,,91
232,천안,2022-01-30 05:00,-9.8,,92
232,천안,2022-01-30 06:00,-10.3,,93
232,천안,2022-01-30 07:00,-10.8,,93
232,천안,2022-01-30 08:00,-11.2,,92
232,천안,2022-01-30 09:00,-8.5,,89
232,천안,2022-01-30 10:00,-5.9,,81
232,천안,2022-01-30 11:00,-2.6,,63
232,천안,2022-01-30 12:00,-.4,,42
232,천안,2022-01-30 13:00,1.2,,34
232,천안,2022-01-30 14:00,2.1,,33
232,천안,2022-01-30 15:00,2.4,,31
232,천안,2022-01-30 16:00,2,,31
232,천안,2022-01-30 17:00,1.1,,34
232,천안,2022-01-30 18:00,-.5,,38
232,천안,2022-01-30 19:00,-1.2,,43
232,천안,2022-01-30 20:00,-2.7,,51
232,천안,2022-01-30 21:00,-3.1,,54
232,천안,2022-01-30 22:00,-3.1,,56
232,천안,2022-01-30 23:00,-3.9,,61
232,천안,2022-01-31 00:00,-3.9,,63
232,천안,2022-01-31 01:00,-3.6,,63
232,천안,2022-01-31 02:00,-7.2,,74
232,천안,2022-01-31 03:00,-7.9,,77
232,천안,2022-01-31 04:00,-8.6,,81
232,천안,2022-01-31 05:00,-9.3,,86
232,천안,2022-01-31 06:00,-10.2,,88
232,천안,2022-01-31 07:00,-10.5,,88
